Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR7179504	(0.0, 0.002139009197992855)	(1.0, 0.001263704118287884)	(2.0, 0.000427801839598571)	(3.0, 0.0005206798705640502)	(4.0, 0.0005741551005138717)	(5.0, 0.0005769695863007043)	(6.0, 0.000723322847216005)	(7.0, 0.0009850700253914463)	(8.0, 0.00110327842843842)	(9.0, 0.0013059214050903747)	(10.0, 0.0019842124797170564)	(11.0, 0.0031803689391209557)	(12.0, 0.003900877300550128)	(13.0, 0.005063259930512035)	(14.0, 0.008266144755927652)	(15.0, 0.013416653745831501)	(16.0, 0.019374920156556334)	(17.0, 0.02222317977283103)	(18.0, 0.029585874591185383)	(19.0, 0.047868774262450633)	(20.0, 0.0690534087799404)	(21.0, 0.07931783844451927)	(22.0, 0.10250920132802074)	(23.0, 0.1672564468541071)	(24.0, 0.2569287785083839)	(25.0, 0.3050452275200758)	(26.0, 0.3633585585374626)	(27.0, 0.5081216349832027)	(28.0, 0.7054030162112411)	(29.0, 0.8162346520109263)	(30.0, 0.9935697724676812)	(31.0, 1.3398415877932823)	(32.0, 1.7665598503639228)	(33.0, 2.024341418065717)	(34.0, 2.2344230806522707)	(35.0, 2.5545370650750487)	(36.0, 2.7343320461094955)	(37.0, 2.8040947053077176)	(38.0, 2.9954065621818837)	(39.0, 3.4220375756931327)	(40.0, 3.8665827912375716)	(41.0, 4.051877277499489)	(42.0, 4.027945704854051)	(43.0, 3.9460863857440214)	(44.0, 3.9170521503670557)	(45.0, 3.8994053244836144)	(46.0, 3.8289334148671106)	(47.0, 3.850101162469879)	(48.0, 3.736232696506202)	(49.0, 3.4788113829851217)	(50.0, 3.3564262830304883)	(51.0, 3.307423270995944)	(52.0, 2.9892512817660806)	(53.0, 2.6266779647631444)	(54.0, 2.5332736249555277)	(55.0, 2.4216032723913665)	(56.0, 2.119918540900769)	(57.0, 1.8097565782202314)	(58.0, 1.68960899446613)	(59.0, 1.6069559903642137)	(60.0, 1.444422250660412)	(61.0, 1.2792710391748559)	(62.0, 1.1940005632911854)	(63.0, 1.0994197684246725)	(64.0, 0.8967852352300782)	(65.0, 0.7159488944545033)	(66.0, 0.6146020757564443)	(67.0, 0.5860378595058793)	(68.0, 0.5336771659276437)	(69.0, 0.42173099375637285)	(70.0, 0.32928357911627903)	(71.0, 0.2964216430692204)	(72.0, 0.24421011723768693)	(73.0, 0.1597417698032638)	(74.0, 0.10771600003366125)	(75.0, 0.08794705186694833)	(76.0, 0.07635699939677126)	(77.0, 0.055816882124466186)	(78.0, 0.0395097514755575)	(79.0, 0.03215268562877681)	(80.0, 0.026886782721612823)	(81.0, 0.018477099190556703)	(82.0, 0.012904417332627947)	(83.0, 0.010475516098591325)	(84.0, 0.008778381169131204)	(85.0, 0.006259416389915935)	(86.0, 0.004781811351828764)	(87.0, 0.004126036163496744)	(88.0, 0.0040500450472522615)	(89.0, 0.004038787104104931)	(90.0, 0.004686118835076452)	(91.0, 0.005921678095496009)	(92.0, 0.006574638798041196)	(93.0, 0.008910662001112341)	(94.0, 0.01264548464023934)	(95.0, 0.017342861418463123)	(96.0, 0.020641438760631053)	(97.0, 0.029042678834326673)	(98.0, 0.057485872196057976)	(99.0, 0.04255502509691048)	(100.0, 0.007582224709727304)
SRR7179505	(0.0, 0.001763537353610654)	(1.0, 0.0011508798963498097)	(2.0, 0.0004981420446887237)	(3.0, 0.0004809647328029056)	(4.0, 0.0005038678153173297)	(5.0, 0.0005525368656604808)	(6.0, 0.000632697654460965)	(7.0, 0.0008731800208624179)	(8.0, 0.0010821706488065375)	(9.0, 0.0012911612767506572)	(10.0, 0.0019152702752687134)	(11.0, 0.0029888522681323416)	(12.0, 0.0036473158904220338)	(13.0, 0.004726623653914269)	(14.0, 0.007870071729018973)	(15.0, 0.013140643592650814)	(16.0, 0.019032461569486406)	(17.0, 0.02171784799430263)	(18.0, 0.029321671389091423)	(19.0, 0.04739792926360062)	(20.0, 0.06844013632372775)	(21.0, 0.07900990890413445)	(22.0, 0.10195020892764446)	(23.0, 0.16520279706185517)	(24.0, 0.25230035697889563)	(25.0, 0.2990856287852354)	(26.0, 0.35662676071741156)	(27.0, 0.5007043270450249)	(28.0, 0.6974904748942707)	(29.0, 0.8077401883480797)	(30.0, 0.983309493133026)	(31.0, 1.32776899126465)	(32.0, 1.753703342556023)	(33.0, 2.0107475005007185)	(34.0, 2.218432652741516)	(35.0, 2.54297219485622)	(36.0, 2.727072897877789)	(37.0, 2.7943192110254524)	(38.0, 2.982825894545734)	(39.0, 3.4102031400355157)	(40.0, 3.850471958095604)	(41.0, 4.0334389585327095)	(42.0, 4.015007702879227)	(43.0, 3.94298895991262)	(44.0, 3.930157507933914)	(45.0, 3.9168880345021195)	(46.0, 3.8444312700824246)	(47.0, 3.8686770458092568)	(48.0, 3.7547399360706257)	(49.0, 3.4967939692519248)	(50.0, 3.377030887898687)	(51.0, 3.324167710570082)	(52.0, 3.004228825155463)	(53.0, 2.6360503221948393)	(54.0, 2.534947527320228)	(55.0, 2.423967778111272)	(56.0, 2.125698071640613)	(57.0, 1.8164234340217733)	(58.0, 1.6944387536646364)	(59.0, 1.6172295996231985)	(60.0, 1.4594645786079026)	(61.0, 1.2928274760035816)	(62.0, 1.2067462403731186)	(63.0, 1.1105590195831663)	(64.0, 0.9054046579602124)	(65.0, 0.7227353975957947)	(66.0, 0.6201324508164892)	(67.0, 0.5912316235686003)	(68.0, 0.538385623551881)	(69.0, 0.42338065759101484)	(70.0, 0.3290629009113022)	(71.0, 0.2969041101757365)	(72.0, 0.24320783322066925)	(73.0, 0.15768772311180976)	(74.0, 0.10612715860121257)	(75.0, 0.08639042724440761)	(76.0, 0.07520513432142575)	(77.0, 0.05420873342632748)	(78.0, 0.0377671830662853)	(79.0, 0.03113674067835953)	(80.0, 0.02621830370838696)	(81.0, 0.017769929145878778)	(82.0, 0.011852345201214459)	(83.0, 0.009464698849085748)	(84.0, 0.00797313560033388)	(85.0, 0.005642746954491231)	(86.0, 0.004460375319684089)	(87.0, 0.0041168290819677275)	(88.0, 0.004159772361682273)	(89.0, 0.004285739315511605)	(90.0, 0.004858316378372207)	(91.0, 0.005989156077521896)	(92.0, 0.00663044238792577)	(93.0, 0.0076124120507317025)	(94.0, 0.010277758278347803)	(95.0, 0.01497289019380474)	(96.0, 0.017984645544451505)	(97.0, 0.023195096816482984)	(98.0, 0.03876633004097705)	(99.0, 0.028686110849316153)	(100.0, 0.008245109705192667)
SRR7179506	(0.0, 0.0022464819969835823)	(1.0, 0.0013294398291327962)	(2.0, 0.00038526623619766754)	(3.0, 0.0004259633738241817)	(4.0, 0.0004937919365350387)	(5.0, 0.0004910787940266044)	(6.0, 0.0005806124968049356)	(7.0, 0.0007922376124628093)	(8.0, 0.0009116158828339175)	(9.0, 0.0010201415831712886)	(10.0, 0.0014868020946219845)	(11.0, 0.0021786534342727254)	(12.0, 0.002512369962810142)	(13.0, 0.0034321252731693615)	(14.0, 0.006204956916789195)	(15.0, 0.010980087731633524)	(16.0, 0.01660985843663465)	(17.0, 0.01931757466005206)	(18.0, 0.02624422748408477)	(19.0, 0.0434618298426087)	(20.0, 0.06395962149382968)	(21.0, 0.07416646361055944)	(22.0, 0.09684019555354469)	(23.0, 0.16008626056765615)	(24.0, 0.2456614884261817)	(25.0, 0.2906643832135811)	(26.0, 0.3497593401897881)	(27.0, 0.49467642099278825)	(28.0, 0.691620722537524)	(29.0, 0.8027429002554667)	(30.0, 0.9759770494189954)	(31.0, 1.3176349460785988)	(32.0, 1.739121634763864)	(33.0, 1.9921845759530543)	(34.0, 2.2032562105392075)	(35.0, 2.525460875413337)	(36.0, 2.7032748091311025)	(37.0, 2.769955712560892)	(38.0, 2.9608334274567687)	(39.0, 3.391401004117763)	(40.0, 3.838103639276417)	(41.0, 4.0265395259147025)	(42.0, 4.007962639159453)	(43.0, 3.931110164465544)	(44.0, 3.9142181392080317)	(45.0, 3.905104693522201)	(46.0, 3.8360307983999733)	(47.0, 3.8638839193915593)	(48.0, 3.7502927819909417)	(49.0, 3.4910194575999447)	(50.0, 3.3731903916011525)	(51.0, 3.325270868617186)	(52.0, 3.0094420886378774)	(53.0, 2.6473677946023058)	(54.0, 2.5532027575620777)	(55.0, 2.442568945495653)	(56.0, 2.1457674339279937)	(57.0, 1.8358750097571388)	(58.0, 1.7121502850875188)	(59.0, 1.6266645909317714)	(60.0, 1.4653519899503031)	(61.0, 1.3044165157775072)	(62.0, 1.219307948430432)	(63.0, 1.1215479975665281)	(64.0, 0.9162445039533065)	(65.0, 0.7366100516123812)	(66.0, 0.6320238341972567)	(67.0, 0.5995285263737393)	(68.0, 0.5474931662044783)	(69.0, 0.4340024150766724)	(70.0, 0.3403148911179284)	(71.0, 0.30808275811772917)	(72.0, 0.2529923994839711)	(73.0, 0.16474743939714626)	(74.0, 0.11140434453881991)	(75.0, 0.09121585113356043)	(76.0, 0.07930244237902552)	(77.0, 0.057792648572158566)	(78.0, 0.04093860730976483)	(79.0, 0.03368095109970313)	(80.0, 0.027950794121889933)	(81.0, 0.019027268411649593)	(82.0, 0.013506023406985838)	(83.0, 0.011178147134749227)	(84.0, 0.009439022786842853)	(85.0, 0.006609215150545902)	(86.0, 0.005214659901210682)	(87.0, 0.004910787940266044)	(88.0, 0.004861951375114227)	(89.0, 0.005032879353145586)	(90.0, 0.006147980924112074)	(91.0, 0.007873539559476275)	(92.0, 0.008703761167057164)	(93.0, 0.0111048922870215)	(94.0, 0.01494127579394757)	(95.0, 0.019626872906013566)	(96.0, 0.022877217631117837)	(97.0, 0.029643795047152928)	(98.0, 0.048567964043482015)	(99.0, 0.03345304712899465)	(100.0, 0.006180538634213285)
SRR7179507	(0.0, 0.00199082149920142)	(1.0, 0.0013127487814897647)	(2.0, 0.0005343213015567845)	(3.0, 0.0004665140297856189)	(4.0, 0.0004990615202357784)	(5.0, 0.0004936369384940851)	(6.0, 0.0005587319193944041)	(7.0, 0.0007160447899035082)	(8.0, 0.0008028380977706)	(9.0, 0.0010659303122427222)	(10.0, 0.0015378689237700344)	(11.0, 0.0023244332763155545)	(12.0, 0.002902151231805885)	(13.0, 0.0036236206034510865)	(14.0, 0.006156900276821831)	(15.0, 0.011041736135216597)	(16.0, 0.01659379554783963)	(17.0, 0.019072829403793443)	(18.0, 0.02614648399496143)	(19.0, 0.04380078527330209)	(20.0, 0.0639069974988881)	(21.0, 0.07343256303730143)	(22.0, 0.09537770847332144)	(23.0, 0.15669446819055102)	(24.0, 0.24225910829314937)	(25.0, 0.2884521341145382)	(26.0, 0.3450115356443028)	(27.0, 0.48697826440615666)	(28.0, 0.6791820446778316)	(29.0, 0.7859784977174173)	(30.0, 0.9593427056001916)	(31.0, 1.29681136033267)	(32.0, 1.7131805564980767)	(33.0, 1.9654453058137793)	(34.0, 2.17682498254234)	(35.0, 2.5024002418061557)	(36.0, 2.6825261908299507)	(37.0, 2.7484565573184905)	(38.0, 2.9422036310956767)	(39.0, 3.3715023178424093)	(40.0, 3.817343266610435)	(41.0, 4.0140575866003285)	(42.0, 4.000482570791741)	(43.0, 3.931072335115905)	(44.0, 3.915520059262471)	(45.0, 3.907526938066085)	(46.0, 3.8456758570472998)	(47.0, 3.8669185191477697)	(48.0, 3.7581692166811744)	(49.0, 3.5056847718049338)	(50.0, 3.3831922914957584)	(51.0, 3.3378888970800076)	(52.0, 3.031174908532059)	(53.0, 2.672566658752202)	(54.0, 2.575369003104542)	(55.0, 2.467739876767607)	(56.0, 2.1693444843205447)	(57.0, 1.8547729891197537)	(58.0, 1.730967760029089)	(59.0, 1.6455794188330954)	(60.0, 1.4823293436077083)	(61.0, 1.314020845908192)	(62.0, 1.2235740822380696)	(63.0, 1.1272307982147267)	(64.0, 0.922290100013556)	(65.0, 0.7400133043291797)	(66.0, 0.637298849050218)	(67.0, 0.6082637752778051)	(68.0, 0.5543868294193077)	(69.0, 0.43895986682868804)	(70.0, 0.3432024376334481)	(71.0, 0.3089950251703305)	(72.0, 0.2546217300824683)	(73.0, 0.16689268186493433)	(74.0, 0.1135093729449311)	(75.0, 0.09348181715459966)	(76.0, 0.08017260585135529)	(77.0, 0.05834951350452337)	(78.0, 0.042328011330432375)	(79.0, 0.03482039019992893)	(80.0, 0.028877760901903977)	(81.0, 0.019523069688353982)	(82.0, 0.013905915294830628)	(83.0, 0.011700822816832325)	(84.0, 0.009799506916368843)	(85.0, 0.006902780266304652)	(86.0, 0.005337788433826151)	(87.0, 0.004768207350948361)	(88.0, 0.004738372151369048)	(89.0, 0.005012313529324556)	(90.0, 0.0056198666843942)	(91.0, 0.006452539981744112)	(92.0, 0.006981436701559204)	(93.0, 0.00862237267842141)	(94.0, 0.011980188776529527)	(95.0, 0.017407482809093617)	(96.0, 0.021117896720411793)	(97.0, 0.02836513792731397)	(98.0, 0.047972288632664194)	(99.0, 0.033949744830387166)	(100.0, 0.007567291529662074)
SRR7179508	(0.0, 0.0022437881894546265)	(1.0, 0.001638799844983906)	(2.0, 0.0008136050149778657)	(3.0, 0.0006374398265496099)	(4.0, 0.0006814811236566738)	(5.0, 0.0007672457548651666)	(6.0, 0.0009086414982088985)	(7.0, 0.0011914329848963616)	(8.0, 0.0014185933594485862)	(9.0, 0.0017825135513332725)	(10.0, 0.0026679754194858215)	(11.0, 0.003898813775477977)	(12.0, 0.004608110455202271)	(13.0, 0.006017431962628317)	(14.0, 0.010073867222489472)	(15.0, 0.015986990849864217)	(16.0, 0.02279253023440841)	(17.0, 0.026332059744012974)	(18.0, 0.03584266195613315)	(19.0, 0.058088152921211715)	(20.0, 0.08280691041330276)	(21.0, 0.09479077915243543)	(22.0, 0.12044135777279175)	(23.0, 0.18553439489703227)	(24.0, 0.2717695725956691)	(25.0, 0.3185622917904217)	(26.0, 0.37248970111651875)	(27.0, 0.5051722215220686)	(28.0, 0.6947584157529507)	(29.0, 0.8055894989043801)	(30.0, 0.9852594473971559)	(31.0, 1.2938776778934036)	(32.0, 1.6554567271423988)	(33.0, 1.8880874943879218)	(34.0, 2.0752444633888985)	(35.0, 2.310241870863175)	(36.0, 2.4356877107651322)	(37.0, 2.5132931121937907)	(38.0, 2.7137204194020272)	(39.0, 3.1425134419254186)	(40.0, 3.5698438297922546)	(41.0, 3.7620354144414705)	(42.0, 3.755262326539005)	(43.0, 3.7005514457170032)	(44.0, 3.706299993970978)	(45.0, 3.7838428103984842)	(46.0, 3.8009261977500137)	(47.0, 3.807024758417839)	(48.0, 3.682473652236057)	(49.0, 3.4741212295115536)	(50.0, 3.3964184736366594)	(51.0, 3.341981112449323)	(52.0, 3.03684909831355)	(53.0, 2.7275887920647413)	(54.0, 2.6690231387643686)	(55.0, 2.562607775138674)	(56.0, 2.291331928663205)	(57.0, 2.0094606732889786)	(58.0, 1.8924499007645268)	(59.0, 1.8001648396211827)	(60.0, 1.6436698852587452)	(61.0, 1.4889389007435956)	(62.0, 1.3984178094475397)	(63.0, 1.3022594321217797)	(64.0, 1.0878339463225135)	(65.0, 0.8791662806292445)	(66.0, 0.751008424010694)	(67.0, 0.7132511246119064)	(68.0, 0.653255288137057)	(69.0, 0.5243000522445682)	(70.0, 0.40910424475352836)	(71.0, 0.3628678366801281)	(72.0, 0.3063721243437876)	(73.0, 0.2115002164861549)	(74.0, 0.1471303838196725)	(75.0, 0.12113674667448221)	(76.0, 0.1058520986153254)	(77.0, 0.07776997680205804)	(78.0, 0.05570065102540772)	(79.0, 0.04642879900286794)	(80.0, 0.03823248181494278)	(81.0, 0.02613271492552837)	(82.0, 0.018995706831178374)	(83.0, 0.015762148438317625)	(84.0, 0.012818335421161247)	(85.0, 0.008497652378657707)	(86.0, 0.006297905486310145)	(87.0, 0.0054750286193097405)	(88.0, 0.005171375465571562)	(89.0, 0.004763413976579811)	(90.0, 0.0050740210193348945)	(91.0, 0.005565429176529503)	(92.0, 0.005641921955715456)	(93.0, 0.007806899402978494)	(94.0, 0.00965663388147518)	(95.0, 0.011054365573873052)	(96.0, 0.012767340235037276)	(97.0, 0.01708570531453518)	(98.0, 0.032722683750548515)	(99.0, 0.024869425087457323)	(100.0, 0.005697553067850695)
SRR7179509	(0.0, 0.0024877660343046006)	(1.0, 0.0017964586485904677)	(2.0, 0.0008841210103010678)	(3.0, 0.0006677935290571895)	(4.0, 0.0006724963003885782)	(5.0, 0.0007571461843535741)	(6.0, 0.0009476084232748147)	(7.0, 0.001283856573469104)	(8.0, 0.0015142923687071481)	(9.0, 0.0018105669625846335)	(10.0, 0.0026006325462579285)	(11.0, 0.0039244626760438365)	(12.0, 0.004754501816033934)	(13.0, 0.005986627904857763)	(14.0, 0.00959600490169856)	(15.0, 0.015528550936245352)	(16.0, 0.02286957698454305)	(17.0, 0.02665530790631092)	(18.0, 0.035771630132207834)	(19.0, 0.057258592345322615)	(20.0, 0.08166832694089546)	(21.0, 0.09370742154925042)	(22.0, 0.11918703662271418)	(23.0, 0.18353740813577088)	(24.0, 0.26880335514517867)	(25.0, 0.31519854571499345)	(26.0, 0.3676509057596369)	(27.0, 0.5007111178099476)	(28.0, 0.6894121688675832)	(29.0, 0.7975053679195515)	(30.0, 0.973645316751048)	(31.0, 1.2790644494824188)	(32.0, 1.6403666139446809)	(33.0, 1.872389594507069)	(34.0, 2.059282429987786)	(35.0, 2.291627550386374)	(36.0, 2.4191337894943143)	(37.0, 2.5011877436843837)	(38.0, 2.6985418939917745)	(39.0, 3.125845102704411)	(40.0, 3.555417398584442)	(41.0, 3.753241826024972)	(42.0, 3.751443015990716)	(43.0, 3.701586585720999)	(44.0, 3.707641403810162)	(45.0, 3.7906594261231654)	(46.0, 3.8177662000772905)	(47.0, 3.826311135586423)	(48.0, 3.6996466925468012)	(49.0, 3.482547956804575)	(50.0, 3.4006585996111047)	(51.0, 3.3467389749110676)	(52.0, 3.0486679223849915)	(53.0, 2.7419837441654775)	(54.0, 2.6794509937720026)	(55.0, 2.5716799345562342)	(56.0, 2.305919272462464)	(57.0, 2.025495369357424)	(58.0, 1.9030610691303858)	(59.0, 1.8121118229669948)	(60.0, 1.6571202368127531)	(61.0, 1.501578426412739)	(62.0, 1.4100789560035754)	(63.0, 1.3169852461130713)	(64.0, 1.10101987826171)	(65.0, 0.8853884071748771)	(66.0, 0.7568522611453623)	(67.0, 0.7210759282418231)	(68.0, 0.6605300987358598)	(69.0, 0.5274957519278718)	(70.0, 0.4084121762744481)	(71.0, 0.36181711792304927)	(72.0, 0.30547556598734743)	(73.0, 0.20935797413076032)	(74.0, 0.14475600435147432)	(75.0, 0.11993007449307358)	(76.0, 0.10344215820522495)	(77.0, 0.07500449996431773)	(78.0, 0.05375267631777237)	(79.0, 0.044450594624285605)	(80.0, 0.036540533244889886)	(81.0, 0.024774199373755454)	(82.0, 0.017731799305000937)	(83.0, 0.014545671727985123)	(84.0, 0.011853335140765114)	(85.0, 0.007764275468122676)	(86.0, 0.005793814280270828)	(87.0, 0.0052200761778414114)	(88.0, 0.004763907358696712)	(89.0, 0.0043876856521856186)	(90.0, 0.004789772601019349)	(91.0, 0.0050319653245858645)	(92.0, 0.004952018211952258)	(93.0, 0.005431700887753901)	(94.0, 0.00662620480592662)	(95.0, 0.009066943126917335)	(96.0, 0.010792860205536972)	(97.0, 0.013652145175021278)	(98.0, 0.02179029096398935)	(99.0, 0.016257480492610592)	(100.0, 0.005445809201748067)
SRR7179510	(0.0, 0.0026249014292498846)	(1.0, 0.0018289347266834803)	(2.0, 0.0008406839330476632)	(3.0, 0.0006729943187429432)	(4.0, 0.0006975887955076355)	(5.0, 0.000713239826176076)	(6.0, 0.0008272687639032857)	(7.0, 0.0010687418085020826)	(8.0, 0.0012118369460421103)	(9.0, 0.001457781713689033)	(10.0, 0.002068171909758214)	(11.0, 0.0030765454571105976)	(12.0, 0.0037204735760407227)	(13.0, 0.004527619586227442)	(14.0, 0.007823279472696208)	(15.0, 0.013301140206650398)	(16.0, 0.019481061459160346)	(17.0, 0.022671635853998152)	(18.0, 0.03246023760634568)	(19.0, 0.054208462650905835)	(20.0, 0.07800920857455577)	(21.0, 0.08985033120599308)	(22.0, 0.11409601357293153)	(23.0, 0.17816686140647897)	(24.0, 0.2645784375884632)	(25.0, 0.31116484830383856)	(26.0, 0.361735564255094)	(27.0, 0.4912947961284448)	(28.0, 0.6775867783133684)	(29.0, 0.7848902445761968)	(30.0, 0.9652639013069259)	(31.0, 1.2720934141156064)	(32.0, 1.6281811921609175)	(33.0, 1.8578131141282772)	(34.0, 2.045858011748066)	(35.0, 2.2841225950598325)	(36.0, 2.4070390823451926)	(37.0, 2.4797358839385746)	(38.0, 2.6810237893653883)	(39.0, 3.112766413800417)	(40.0, 3.543887468731756)	(41.0, 3.7400463078223694)	(42.0, 3.735538810989859)	(43.0, 3.6861061485543507)	(44.0, 3.696008779244426)	(45.0, 3.7797619160742992)	(46.0, 3.8041797597785907)	(47.0, 3.809460864698427)	(48.0, 3.688668445860927)	(49.0, 3.4818959721155873)	(50.0, 3.401197022127583)	(51.0, 3.35274590290114)	(52.0, 3.054173426700824)	(53.0, 2.7461477279767696)	(54.0, 2.6882433862265875)	(55.0, 2.5866659613268848)	(56.0, 2.3223200533369237)	(57.0, 2.038157704659193)	(58.0, 1.9167638390717203)	(59.0, 1.8241477471604615)	(60.0, 1.6665239814370725)	(61.0, 1.5143110006019163)	(62.0, 1.4271056935788897)	(63.0, 1.3307042881073923)	(64.0, 1.1121287013765238)	(65.0, 0.8996078276528178)	(66.0, 0.7700620109486115)	(67.0, 0.73086288670874)	(68.0, 0.6706600793118215)	(69.0, 0.5386123335621886)	(70.0, 0.42001329487979433)	(71.0, 0.37325919455011436)	(72.0, 0.3163431035935683)	(73.0, 0.2188528335598522)	(74.0, 0.15131416450248314)	(75.0, 0.12434967452228415)	(76.0, 0.10886409760662427)	(77.0, 0.08044182591273624)	(78.0, 0.05741468807641209)	(79.0, 0.047324245018316065)	(80.0, 0.03986317511251805)	(81.0, 0.02758605948388848)	(82.0, 0.019291013229614996)	(83.0, 0.015812012698173068)	(84.0, 0.013055195439003475)	(85.0, 0.008883077835102038)	(86.0, 0.006913283832402592)	(87.0, 0.006358790174434984)	(88.0, 0.005927268900290839)	(89.0, 0.005352652488606665)	(90.0, 0.005875844085237391)	(91.0, 0.006611442526654096)	(92.0, 0.0066807542339000475)	(93.0, 0.008925559204059233)	(94.0, 0.011038448344298707)	(95.0, 0.012536475565420872)	(96.0, 0.01416641861646275)	(97.0, 0.017618588809615924)	(98.0, 0.027704560144663815)	(99.0, 0.019570495920122864)	(100.0, 0.0048026305536871825)
SRR7179511	(0.0, 0.0023302973227690813)	(1.0, 0.0016753189165605632)	(2.0, 0.0008710767239031652)	(3.0, 0.0007084460312051317)	(4.0, 0.0006950791249559783)	(5.0, 0.0007708249270345143)	(6.0, 0.0008888992655687031)	(7.0, 0.0010515299582667364)	(8.0, 0.0011718321145091173)	(9.0, 0.0014547649634495314)	(10.0, 0.002047364473828667)	(11.0, 0.003014237359184098)	(12.0, 0.0036714435831008085)	(13.0, 0.004858870421567272)	(14.0, 0.00808252264532144)	(15.0, 0.013549587301225192)	(16.0, 0.02017511716538891)	(17.0, 0.02336980775893658)	(18.0, 0.0324904934562756)	(19.0, 0.05320251468933884)	(20.0, 0.0766079675316065)	(21.0, 0.08842208483814994)	(22.0, 0.11258499570120295)	(23.0, 0.1749995366139167)	(24.0, 0.25862958556174515)	(25.0, 0.30400800445991283)	(26.0, 0.3563483536961813)	(27.0, 0.4863036440681591)	(28.0, 0.6682160990305963)	(29.0, 0.7725136128573241)	(30.0, 0.9478272717680959)	(31.0, 1.249992870983334)	(32.0, 1.6034138722109503)	(33.0, 1.829982933134101)	(34.0, 2.0190622776637928)	(35.0, 2.261747371888006)	(36.0, 2.3906912330204646)	(37.0, 2.4660293444584016)	(38.0, 2.6665240269248702)	(39.0, 3.0958044489341408)	(40.0, 3.5255727630215055)	(41.0, 3.730298071315831)	(42.0, 3.7340408050655944)	(43.0, 3.6862786212196608)	(44.0, 3.696867438786698)	(45.0, 3.7759170945264833)	(46.0, 3.7966157488532977)	(47.0, 3.803490794300779)	(48.0, 3.6970322972971044)	(49.0, 3.5031765116010485)	(50.0, 3.4226542683561485)	(51.0, 3.3722231588958005)	(52.0, 3.0726485116751903)	(53.0, 2.76384401568954)	(54.0, 2.7041830574641517)	(55.0, 2.6045595051892114)	(56.0, 2.340538600773641)	(57.0, 2.0575500563905216)	(58.0, 1.9389588641480326)	(59.0, 1.8429577434666125)	(60.0, 1.6784534560759896)	(61.0, 1.519563269310011)	(62.0, 1.4291762492532354)	(63.0, 1.3343826057696557)	(64.0, 1.1190684799082922)	(65.0, 0.9062628767863533)	(66.0, 0.7753696751592266)	(67.0, 0.7367615942762551)	(68.0, 0.6746500365718555)	(69.0, 0.5421550340125385)	(70.0, 0.42508544126474457)	(71.0, 0.37839929337186806)	(72.0, 0.3198611552714088)	(73.0, 0.22157206580367544)	(74.0, 0.1545593091412529)	(75.0, 0.1272975038461045)	(76.0, 0.11095200532109804)	(77.0, 0.081457926682341)	(78.0, 0.059021574543136966)	(79.0, 0.04973380251768353)	(80.0, 0.040947289476573334)	(81.0, 0.028028174586766548)	(82.0, 0.02059171907682086)	(83.0, 0.01728786541557177)	(84.0, 0.014295906233469593)	(85.0, 0.009633083770223238)	(86.0, 0.007180256473503584)	(87.0, 0.0063982924579281085)	(88.0, 0.005946045463165084)	(89.0, 0.005602961536103479)	(90.0, 0.005977234911079775)	(91.0, 0.006215611405856345)	(92.0, 0.006188877593358039)	(93.0, 0.006625529864163716)	(94.0, 0.008055788832823133)	(95.0, 0.011012102931594233)	(96.0, 0.012974810332511596)	(97.0, 0.01647248413437341)	(98.0, 0.0268652537430902)	(99.0, 0.019493404946682086)	(100.0, 0.005226460343418991)
