"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000108175",5309.39433788569,0.983961482174361,0.0938793658187342,10.4811262154692,1.05480075399395e-25,1.24957855782153e-23
"ENSG00000184349",3048.32729671213,1.34379737659694,0.12900622521998,10.416531251151,2.08416286768098e-25,2.45378014662218e-23
"ENSG00000158023",283.172340849127,2.36871304195966,0.227416538615378,10.4157466135996,2.10142180672428e-25,2.45892135703387e-23
"ENSG00000168874",68.3250646368089,5.41636511691235,0.520636421213766,10.4033542338147,2.39356222683995e-25,2.7836836800316e-23
"ENSG00000186918",1093.39056212821,1.45126820718192,0.139535374904182,10.4007188727482,2.46069718982037e-25,2.84441681826933e-23
"ENSG00000142515",49959.2220708655,0.964601459235073,0.0927628563479859,10.3985743562759,2.51670245782162e-25,2.89163048060433e-23
"ENSG00000159337",121.800897678567,3.65642809421702,0.351755692883681,10.3947943649234,2.61851146737283e-25,2.99059097108994e-23
"ENSG00000159208",402.542799725381,2.00176944949048,0.192711418326726,10.3873940987588,2.82978979623179e-25,3.2126536180672e-23
"ENSG00000167460",5140.96187688113,1.23162645861064,0.119224095920412,10.3303484845279,5.13736033006075e-25,5.79792151332833e-23
"ENSG00000134769",737.290422455525,1.62929312886599,0.157779230972185,10.3264106360946,5.35261601838212e-25,6.00532031285895e-23
"ENSG00000092969",1036.14927873696,3.16258097015875,0.306650312622961,10.313314025697,6.13485790578535e-25,6.84269852848211e-23
"ENSG00000110090",2250.73177294923,-1.25489497148986,0.122317657831543,-10.2593116458959,1.07470078815801e-24,1.1917307053801e-22
"ENSG00000119950",2618.71586119749,1.31177840413647,0.128051560572688,10.2441422679253,1.25735133364798e-24,1.38621167552993e-22
"ENSG00000157224",3630.69964710683,1.14740056789116,0.112137078651998,10.2321246610317,1.42361251599535e-24,1.56049204124019e-22
"ENSG00000256683",1248.26303730411,1.54234619416223,0.151213837116928,10.1997689071906,1.98744825881298e-24,2.16609146516228e-22
"ENSG00000164105",555.295562495962,1.75926988594894,0.17275918815892,10.1833650915898,2.35281402714411e-24,2.54972851930225e-22
"ENSG00000110031",1913.50414006948,1.48613352262862,0.146213649590243,10.1641230267724,2.86690302700649e-24,3.08929047650253e-22
"ENSG00000067048",3744.97101842913,1.20854048904297,0.119704351979415,10.0960447056327,5.75153559913113e-24,6.16286733046225e-22
"ENSG00000103540",1086.1542765847,1.5834098175794,0.156846666127668,10.0952723871768,5.79699112244453e-24,6.1768721608036e-22
"ENSG00000105329",252.558914244656,7.67094378562999,0.761650781574987,10.0714710352789,7.38649287764368e-24,7.82680992529433e-22
"ENSG00000179094",488.570208173748,1.82546452961077,0.181477692306635,10.05889212282,8.3937576519142e-24,8.84498009364417e-22
"ENSG00000107020",533.821204889405,-1.94592654465897,0.193536225677499,-10.0545855838978,8.76895968118959e-24,9.1895806593038e-22
"ENSG00000082153",7787.81681186962,0.989674172237188,0.0987993663925433,10.01700930252,1.28327365110872e-23,1.3374796911255e-21
"ENSG00000170379",261.345862057955,2.96577464033754,0.29620043712678,10.0127287761838,1.34004414030366e-23,1.38905771130498e-21
"ENSG00000185650",3230.98935495376,1.16523377126831,0.116410268358753,10.0097163909742,1.38148000021784e-23,1.42426854292729e-21
"ENSG00000110841",1990.53926789277,1.36317901005953,0.136359792036542,9.99692790448245,1.57198130519273e-23,1.61195695881403e-21
