"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000008256",542.816196616457,-0.456133089846064,0.131050406032791,0.000144858621654948,0.00167824817707759
"ENSG00000008277",490.316715444385,-0.270096335075923,0.142600169860175,0.0308468712218199,0.111688264350949
"ENSG00000008282",2914.61486734045,0.203678811464725,0.144229357461216,0.104467771497084,0.260804067166115
"ENSG00000008283",2276.03481985716,-0.123621814807495,0.0983519305911134,0.178657519480246,0.371788929654883
"ENSG00000008294",1546.33549377312,0.170123211467537,0.101087480732077,0.0724987955881617,0.203556235975913
"ENSG00000008300",215.763548235525,0.791707730114299,0.246358959141036,0.00011805420095743,0.00142788029980854
"ENSG00000008311",1170.02890524425,-0.304521776113052,0.122109324447135,0.0061862272562688,0.03353386818586
"ENSG00000008323",39.7511322626877,0.132275844221287,0.236881197915849,0.38575846439581,0.598480149444701
"ENSG00000008324",157.810190137212,0.0309608962923013,0.130837761078135,0.790054589595336,0.894581974744143
"ENSG00000008382",88.6323951050048,-0.414474136885721,0.303646179640056,0.0353097771621108,0.123102112479407
"ENSG00000008394",6648.04620985457,-0.271012946409417,0.220872475474079,0.0913267114366239,0.237741601723183
"ENSG00000008405",594.825590067486,0.667212899687195,0.118203935526164,2.52662571094111e-09,1.05764760212728e-07
"ENSG00000008438",3.37903944025897,-0.0888992851836544,0.302427437836712,0.241553358020445,NA
"ENSG00000008441",8870.45437629713,0.0851068919204534,0.0877855594438656,0.314992851821325,0.530242682707381
"ENSG00000008513",10008.1887936338,0.4288856049522,0.129376487747249,0.00029484827004332,0.00302033897571062
"ENSG00000008516",15.323097597876,-0.0771502652744738,0.255727238044871,0.574513626022779,0.752247062498839
"ENSG00000008517",428.12795505399,0.549924035266651,0.248105958627047,0.00371104864788457,0.0226992103705844
"ENSG00000008710",711.566775209579,0.185128422290737,0.186348083438566,0.205775874962818,0.406397864308666
"ENSG00000008735",140.836528860474,0.0547395718318781,0.236728963722925,0.698528263100407,0.836329197390531
"ENSG00000008838",939.938415414983,0.0199656777128055,0.122066896400183,0.855400549777834,0.931081270083202
"ENSG00000008853",346.464883319803,-0.0915242660850121,0.196109611433956,0.533080692690023,0.721604472159547
"ENSG00000008869",1003.08774971321,0.0597739371962679,0.0831538645644757,0.451902594997413,0.657195395855841
"ENSG00000008952",2609.58268505189,-0.158863962642774,0.140330270412309,0.197444910702581,0.395745740229882
"ENSG00000008988",4268.49025040863,-0.0118252534023783,0.118071096908096,0.916088830378862,0.962948804651626
"ENSG00000009307",17497.1605563884,0.161936007561925,0.0958388098710448,0.0725977860058646,0.203689090070776
"ENSG00000009335",3424.88143376857,0.114262631494263,0.0830396312016684,0.149775589559673,0.331487662532854
