"","LNCAP_Hypoxia_S1","LNCAP_Hypoxia_S2","LNCAP_Normoxia_S1","LNCAP_Normoxia_S2","PC3_Hypoxia_S1","PC3_Hypoxia_S2","PC3_Normoxia_S1","PC3_Normoxia_S2"
"ENSG00000006453",1566.11319513221,1309.55804454351,1441.26437586221,1338.17668713428,1014.59572788205,982.576361305487,742.008916179481,664.378151698559
"ENSG00000006459",963.418868347616,882.859154139193,512.752278898428,367.515016571701,405.337874024395,287.161401367449,264.79533871503,260.45389335691
"ENSG00000006468",8373.0466231739,8498.13313720078,6196.07456254413,4996.18201356146,2408.25743054618,2131.22196677528,2324.96127069571,2519.56033277045
"ENSG00000006530",1341.4269659979,1275.18644232452,1747.49899939135,1704.8124811783,1074.64578329307,1044.8523278671,1312.33733802724,1412.63128600358
"ENSG00000006534",39.5849187804865,63.3419526607096,96.9924608330715,73.4150810615719,466.63897225648,660.817200737141,971.886188250771,893.930735674141
"ENSG00000006555",0,0.49102288884271,1.08980293070867,0.879222527683496,116.346982358854,100.333501682603,87.2951666093507,102.636491873698
"ENSG00000006576",1177.51195020264,1258.00064121502,1015.69633142048,761.846320237749,942.035244260401,896.081963303244,742.008916179481,920.417572286708
"ENSG00000006606",20.6287604912395,27.0062588863491,1.08980293070867,1.75844505536699,247.706478570464,221.425658885744,209.508399862442,200.858510978634
"ENSG00000006607",1589.5296259601,1607.60893807103,1185.16068714568,1073.53070630155,412.844130950773,415.173110410769,305.533083132727,410.54596749479
"ENSG00000006611",6.69040880796956,4.41920599958439,0.544901465354334,1.31883379152524,1.25104282106295,0,0,4.41447276876119
"ENSG00000006625",1275.63794605286,1286.4799687679,2690.17853445435,2829.33809408549,586.739083078523,543.18481945409,707.090849535741,597.057441974951
"ENSG00000006634",1175.83934800065,1197.60482588737,1578.57954513151,1247.17715551904,1437.44820140133,1366.61148843545,1443.28008794126,1513.0605414929
"ENSG00000006638",3.34520440398478,0.98204577768542,1.08980293070867,0.879222527683496,22.5187707791331,34.5977592008974,55.2869388525888,34.2121639578992
"ENSG00000006652",584.295702562675,515.574033284846,523.105406740161,428.620982245704,235.196050359834,228.345210725923,203.688722088485,218.516402053679
"ENSG00000006659",0,0,0,0,0,0,0,0
